SeniorCitizen,tenure,MonthlyCharges,TotalCharges,TenureGroup,AvgCharges,HighValue,HasSupport,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
-0.44062462889205983,-1.1965853616505702,-1.4437499059596421,-0.9588109615606863,0-1yr,-0.7230896297955867,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,0.028575190232988996,-0.9322157774045765,0-1yr,-0.3996979648929073,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
-0.44062462889205983,-1.1965853616505702,-1.442023850747224,-0.9587797831501869,0-1yr,-0.7227105070934733,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,-0.6100652383617045,-0.9437517892894073,0-1yr,-0.5399733646748432,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2.2695054575466576,-1.1965853616505702,0.43074605472640426,-0.9249512077581831,0-1yr,-0.31136237530049893,1.0539938139809355,-0.33353051367198155,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,0.4773495454616925,-0.9241093906746954,0-1yr,-0.3011260623434388,1.0539938139809355,-0.33353051367198155,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.44062462889205983,-1.1965853616505702,-1.4679146789334954,-0.95924745930768,0-1yr,-0.7283973476251734,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
-0.44062462889205983,-1.1965853616505702,-0.5841744101754331,-0.9432841131319142,0-1yr,-0.5342865241431431,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,-1.4765449549955858,-0.9594033513601777,0-1yr,-0.7302929611357402,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,-1.309117599391031,-0.9563790455417222,0-1yr,-0.6935180590307461,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
-0.44062462889205983,-1.1965853616505702,-0.6083391831492863,-0.9437206108789078,0-1yr,-0.53959424197273,-0.9487721718432096,-0.33353051367198155,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.44062462889205983,-1.1965853616505702,0.3340869628309913,-0.9266971987461574,0-1yr,-0.332593246618846,1.0539938139809355,-0.33353051367198155,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,1.1401547470302393,-0.912136881042871,0-1yr,-0.15554294473191604,1.0539938139809355,-0.33353051367198155,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,-1.269418329505415,-0.9556619421002326,0-1yr,-0.6847982368821393,-0.9487721718432096,-0.33353051367198155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,-0.23205914684214254,-0.9369237173900075,0-1yr,-0.4569454929120217,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,1.100455477144623,-0.9128539844843606,0-1yr,-0.16426276688052294,1.0539938139809355,-0.33353051367198155,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,-1.447202016384478,-0.9588733183816855,0-1yr,-0.7238478751998134,-0.9487721718432096,-0.33353051367198155,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
2.2695054575466576,-1.1965853616505702,0.4980622080107099,-0.9237352497487009,0-1yr,-0.29657658991807867,1.0539938139809355,-0.33353051367198155,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.44062462889205983,-1.1965853616505702,-1.0864564769890974,-0.952357030587281,0-1yr,-0.6446112304581252,-0.9487721718432096,-0.33353051367198155,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.44062462889205983,-1.1965853616505702,0.25468842305975875,-0.9281314056291365,0-1yr,-0.3500328909160597,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2.2695054575466576,-1.1965853616505702,0.4756234902492745,-0.9241405690851949,0-1yr,-0.3015051850455521,1.0539938139809355,-0.33353051367198155,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2.2695054575466576,-1.1965853616505702,-0.7705883731165868,-0.9466513814658647,0-1yr,-0.5752317759713839,-0.9487721718432096,-0.33353051367198155,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
2.2695054575466576,-1.1965853616505702,-0.21307253950554367,-0.9365807548745125,0-1yr,-0.452775143188775,-0.9487721718432096,-0.33353051367198155,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,0.5895431342688684,-0.9220827939922251,0-1yr,-0.2764830867060717,1.0539938139809355,-0.33353051367198155,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,-0.4460899931819859,-0.9407898402919508,0-1yr,-0.5039567079740759,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,0.5998994655433768,-0.921895723529228,0-1yr,-0.27420835049339165,1.0539938139809355,-0.33353051367198155,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,-1.4316675194727153,-0.9585927126871896,0-1yr,-0.7204357708807932,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,-0.6152434039989587,-0.9438453245209059,0-1yr,-0.5411107327811833,-0.9487721718432096,-0.33353051367198155,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.2695054575466576,-1.1965853616505702,0.4393763307884947,-0.9247953157056853,0-1yr,-0.30946676178993227,1.0539938139809355,-0.33353051367198155,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2.2695054575466576,-1.1965853616505702,0.25123631263492274,-0.9281937624501355,0-1yr,-0.35079113632028636,-0.9487721718432096,-0.33353051367198155,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,-0.44781604839440387,-0.9408210187024503,0-1yr,-0.5043358306761893,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
-0.44062462889205983,-1.1965853616505702,-1.096812808263606,-0.9525441010502783,0-1yr,-0.6468859666708052,-0.9487721718432096,-0.33353051367198155,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.44062462889205983,-1.1965853616505702,-1.44547596117206,-0.9588421399711861,0-1yr,-0.7234687524977,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,-0.6204215696362129,-0.9439388597524045,0-1yr,-0.5422481008875233,-0.9487721718432096,-0.33353051367198155,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.44062462889205983,-1.1965853616505702,0.26504475433426766,-0.9279443351661392,0-1yr,-0.3477581547033796,-0.9487721718432096,-0.33353051367198155,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,-1.271144384717833,-0.9556931205107321,0-1yr,-0.6851773595842526,-0.9487721718432096,-0.33353051367198155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2.2695054575466576,-1.1965853616505702,-1.269418329505415,-0.9556619421002326,0-1yr,-0.6847982368821393,-0.9487721718432096,-0.33353051367198155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,-1.4437499059596421,-0.9588109615606863,0-1yr,-0.7230896297955867,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
2.2695054575466576,-1.1965853616505702,-0.39430833680944316,-0.9398544879769645,0-1yr,-0.49258302691067574,-0.9487721718432096,-0.33353051367198155,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,0.6413247906414111,-0.9211474416772389,0-1yr,-0.26510940564267144,1.0539938139809355,-0.33353051367198155,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2.2695054575466576,-1.1965853616505702,0.4290199995139863,-0.9249823861686826,0-1yr,-0.31174149800261225,1.0539938139809355,-0.33353051367198155,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,-0.4081167785087878,-0.9401039152609607,0-1yr,-0.49561600852758236,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.44062462889205983,-1.1965853616505702,-0.6066131279368683,-0.9436894324684082,0-1yr,-0.5392151192706165,-0.9487721718432096,-0.33353051367198155,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2.2695054575466576,-1.1965853616505702,0.831190864007401,-0.9177178165222892,0-1yr,-0.22340590841020402,1.0539938139809355,-0.33353051367198155,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2.2695054575466576,-1.1965853616505702,0.7966697597590392,-0.9183413847322801,0-1yr,-0.2309883624524708,1.0539938139809355,-0.33353051367198155,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,-0.5755441341133426,-0.9431282210794165,0-1yr,-0.5323909106325765,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.44062462889205983,-1.1965853616505702,0.5929952446937049,-0.9220204371712261,0-1yr,-0.27572484130184494,1.0539938139809355,-0.33353051367198155,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.44062462889205983,-1.1965853616505702,0.5757346925695239,-0.9223322212762215,0-1yr,-0.2795160683229783,1.0539938139809355,-0.33353051367198155,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.44062462889205983,-1.1965853616505702,-0.3856780607473527,-0.9396985959244668,0-1yr,-0.490687413400109,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.44062462889205983,-1.1965853616505702,0.2771271408211941,-0.9277260862926424,0-1yr,-0.34510429578858626,-0.9487721718432096,-0.33353051367198155,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,-1.4333935746851336,-0.9586238910976891,0-1yr,-0.7208148935829066,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
-0.44062462889205983,-1.1965853616505702,-1.4316675194727153,-0.9585927126871896,0-1yr,-0.7204357708807932,-0.9487721718432096,-0.33353051367198155,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,-1.4575583476589868,-0.9590603888446827,0-1yr,-0.7261226114124935,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,0.2408799813604143,-0.9283808329131328,0-1yr,-0.3530658725329664,-0.9487721718432096,-0.33353051367198155,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,-1.1330599677243858,-0.9531988476707687,0-1yr,-0.6548475434151854,-0.9487721718432096,-0.33353051367198155,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,-0.5824483549630148,-0.9432529347214147,0-1yr,-0.5339074014410299,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.44062462889205983,-1.1965853616505702,-0.2907450240643577,-0.937983783346992,0-1yr,-0.4698356647838753,-0.9487721718432096,-0.33353051367198155,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.44062462889205983,-1.1965853616505702,-0.9155770109597062,-0.9492703679478264,0-1yr,-0.6070780829489045,-0.9487721718432096,-0.33353051367198155,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2.2695054575466576,-1.1965853616505702,0.292661637732957,-0.9274454805981465,0-1yr,-0.3416921914695662,1.0539938139809355,-0.33353051367198155,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.44062462889205983,-1.1965853616505702,-0.6221476248486308,-0.943970038162904,0-1yr,-0.5426272235896367,-0.9487721718432096,-0.33353051367198155,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,-1.4333935746851336,-0.9586238910976891,0-1yr,-0.7208148935829066,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
-0.44062462889205983,-1.1965853616505702,-0.08361839857418688,-0.9342423740870468,0-1yr,-0.42434094053027444,-0.9487721718432096,-0.33353051367198155,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
-0.44062462889205983,-1.1965853616505702,-1.4161330225609527,-0.9583121069926936,0-1yr,-0.7170236665617732,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
-0.44062462889205983,-1.1965853616505702,0.44628055163816716,-0.9246706020636871,0-1yr,-0.30795027098147887,1.0539938139809355,-0.33353051367198155,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,0.7776831524224403,-0.918684347247775,0-1yr,-0.23515871217571754,1.0539938139809355,-0.33353051367198155,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
-0.44062462889205983,-1.1965853616505702,-0.4167470545708783,-0.9402598073134585,0-1yr,-0.4975116220381491,-0.9487721718432096,-0.33353051367198155,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,-0.5720920236885064,-0.9430658642584173,0-1yr,-0.5316326652283497,-0.9487721718432096,-0.33353051367198155,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.44062462889205983,-1.1965853616505702,0.27540108560877613,-0.9277572647031419,0-1yr,-0.3454834184906996,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.44062462889205983,-1.1965853616505702,1.0814688698080241,-0.9131969469998555,0-1yr,-0.16843311660376964,1.0539938139809355,-0.33353051367198155,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,-1.447202016384478,-0.9588733183816855,0-1yr,-0.7238478751998134,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
-0.44062462889205983,-1.1965853616505702,-1.290130992054432,-0.9560360830262271,0-1yr,-0.6893477093074994,-0.9487721718432096,-0.33353051367198155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.2695054575466576,-1.1965853616505702,-0.5410230298649809,-0.9425046528694256,0-1yr,-0.5248084565903096,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.44062462889205983,-1.1965853616505702,-1.1071691395381145,-0.9527311715132756,0-1yr,-0.6491607028834853,-0.9487721718432096,-0.33353051367198155,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,0.4963361527982914,-0.9237664281592005,0-1yr,-0.2969557126201921,1.0539938139809355,-0.33353051367198155,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-0.44062462889205983,-1.1965853616505702,-1.461010458083823,-0.9591227456656818,0-1yr,-0.72688085681672,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,0.7828613180596948,-0.9185908120162763,0-1yr,-0.23402134406937747,1.0539938139809355,-0.33353051367198155,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
2.2695054575466576,-1.1965853616505702,0.2615926439094312,-0.9280066919871383,0-1yr,-0.34851640010760637,-0.9487721718432096,-0.33353051367198155,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,0.46699321418718404,-0.9242964611376927,0-1yr,-0.30340079855611884,1.0539938139809355,-0.33353051367198155,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
2.2695054575466576,-1.1965853616505702,-1.4679146789334954,-0.95924745930768,0-1yr,-0.7283973476251734,-0.9487721718432096,-0.33353051367198155,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,-1.479997065420422,-0.9594657081811768,0-1yr,-0.7310512065399669,-0.9487721718432096,-0.33353051367198155,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
2.2695054575466576,-1.1965853616505702,0.2633186991218492,-0.9279755135766388,0-1yr,-0.34813727740549305,-0.9487721718432096,-0.33353051367198155,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2.2695054575466576,-1.1965853616505702,0.5688304717198515,-0.9224569349182197,0-1yr,-0.2810325591314317,1.0539938139809355,-0.33353051367198155,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
-0.44062462889205983,-1.1965853616505702,-1.4385717403223877,-0.9587174263291878,0-1yr,-0.7219522616892466,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,-1.4679146789334954,-0.95924745930768,0-1yr,-0.7283973476251734,-0.9487721718432096,-0.33353051367198155,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,1.1556892439420023,-0.9118562753483751,0-1yr,-0.15213084041289596,1.0539938139809355,-0.33353051367198155,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,0.2667708095466857,-0.9279131567556396,0-1yr,-0.3473790320012663,-0.9487721718432096,-0.33353051367198155,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.44062462889205983,-1.1965853616505702,-1.1054430843256964,-0.952699993102776,0-1yr,-0.6487815801813719,-0.9487721718432096,-0.33353051367198155,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.44062462889205983,-1.1965853616505702,-0.5755441341133426,-0.9431282210794165,0-1yr,-0.5323909106325765,-0.9487721718432096,-0.33353051367198155,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.44062462889205983,-1.1965853616505702,-1.2832267712047594,-0.9559113693842289,0-1yr,-0.687831218499046,-0.9487721718432096,-0.33353051367198155,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,-0.23033309162972457,-0.936892538979508,0-1yr,-0.45656637020990837,-0.9487721718432096,-0.33353051367198155,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
-0.44062462889205983,-1.1965853616505702,-0.563461747626416,-0.9429099722059195,0-1yr,-0.5297370517177831,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.44062462889205983,-1.1965853616505702,-0.5565575267767435,-0.9427852585639216,0-1yr,-0.5282205609093298,-0.9487721718432096,-0.33353051367198155,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.44062462889205983,-1.1965853616505702,-0.3891301711721887,-0.9397609527454658,0-1yr,-0.49144565880433566,-0.9487721718432096,-0.33353051367198155,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.44062462889205983,-1.1965853616505702,-0.9000425140479436,-0.9489897622533304,0-1yr,-0.6036659786298844,-0.9487721718432096,-0.33353051367198155,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
